Time,TrialID,RElbow_speed_event,LWrist_speed_event,LHeel_speed_event,RShoulder_speed_event,LShoulder_speed_event,RWrist_speed_event,RHeel_speed_event,LHip_speed_event,RHip_speed_event,RKnee_speed_event,LKnee_speed_event,LElbow_speed_event,Head_speed_event,LWrist_vert_vel_movement_event,RWrist_vert_vel_movement_event
466.6666666666666,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
483.33333333333326,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
499.9999999999999,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
516.6666666666666,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
533.3333333333334,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
550.0,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
566.6666666666667,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
583.3333333333335,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
600.0000000000002,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
616.666666666667,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
633.3333333333336,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
650.0000000000003,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
666.6666666666671,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
683.3333333333338,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
700.0000000000005,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
716.6666666666672,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
733.3333333333339,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
750.0000000000007,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement
766.6666666666674,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement,nomovement
783.333333333334,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement,nomovement
800.0000000000008,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement,nomovement
816.6666666666675,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement,nomovement
833.3333333333343,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,movement,movement,nomovement,nomovement,nomovement,nomovement
850.000000000001,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,nomovement,movement,nomovement,nomovement,nomovement,nomovement
866.6666666666677,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,nomovement,movement,nomovement,nomovement,nomovement,nomovement
883.3333333333344,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,nomovement,movement,nomovement,nomovement,nomovement,nomovement
900.0000000000011,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
916.666666666668,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
933.3333333333346,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
950.0000000000013,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
966.666666666668,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
983.3333333333348,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1000.0000000000014,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1016.666666666668,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1033.3333333333344,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1050.0000000000011,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1066.6666666666677,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1083.3333333333344,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1100.000000000001,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1116.6666666666677,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1133.3333333333342,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1150.000000000001,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1166.6666666666674,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1183.333333333334,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1200.000000000001,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1216.6666666666672,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1233.333333333334,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1250.0000000000005,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1266.666666666667,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1283.3333333333337,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1300.0000000000005,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1316.666666666667,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1333.3333333333337,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1350.0,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1366.6666666666667,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1383.3333333333333,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1400.0,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1416.6666666666663,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1433.333333333333,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1449.9999999999995,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1466.6666666666663,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1483.333333333333,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1499.9999999999995,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1516.666666666666,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1533.3333333333328,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1549.999999999999,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1566.666666666666,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1583.3333333333326,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1599.999999999999,0_2_4_p0,movement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1616.6666666666658,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1633.3333333333323,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1649.999999999999,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1666.6666666666656,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1683.3333333333323,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1699.9999999999989,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1716.6666666666656,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1733.333333333332,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1749.9999999999989,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1766.6666666666654,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1783.333333333332,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1799.9999999999984,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1816.6666666666647,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1833.333333333332,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1849.9999999999984,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1866.666666666665,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1883.333333333332,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1899.999999999998,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1916.6666666666647,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1933.333333333332,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1949.999999999998,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1966.6666666666647,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1983.3333333333312,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1999.9999999999973,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2016.6666666666645,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2033.333333333331,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2049.9999999999977,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2066.666666666664,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2083.3333333333308,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2099.999999999997,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2116.666666666664,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2133.3333333333303,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2149.999999999997,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2166.666666666664,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2183.3333333333303,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2199.9999999999973,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2216.666666666664,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2233.3333333333303,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2249.999999999997,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2266.666666666664,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2283.3333333333303,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2299.999999999997,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2316.666666666664,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2333.33333333333,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2349.9999999999964,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2366.666666666664,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2383.33333333333,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2399.9999999999964,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2416.666666666663,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2433.3333333333294,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2449.9999999999964,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2466.666666666663,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2483.3333333333294,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2499.999999999996,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2516.6666666666624,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2533.3333333333294,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2549.999999999996,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2566.6666666666624,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2583.333333333329,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
2599.999999999996,0_2_4_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
